source_file,layer_name,geometry_type,features,fields,crs_name
data-raw/ebmud/2026-05-22_v01/2026-05-22_v01.gpkg,LMR_HRL_Projects_Act_FINAL_1,3D Measured Multi Polygon,6,30,WGS 84
