source_slug,project_name,field,previous_value,updated_value
dwr,Feather River Salmonid Spawning Habitat Improvement (Proposition 68),funding_sources,Prop 68; United States Bureau of Reclamation; California Department of Water Resources,Proposition 68; United States Bureau of Reclamation; California Department of Water Resources
